 Time in recording [s],#192_F_Querlnk_hl_mR [kN]
3.068,3.67689
3.07,3.80785
3.072,3.92098
3.074,4.01164
3.076,4.07596
3.078,4.11238
3.08,4.12013
3.082,4.10463
3.084,4.06976
3.086,4.02404
3.088,3.9729
3.09,3.92253
3.092,3.87604
3.094,3.83497
3.096,3.79777
3.098,3.76213
3.1,3.72338
3.102,3.67766
3.104,3.62265
3.106,3.55523
3.108,3.47774
3.11,3.39018
3.112,3.29719
3.114,3.20188
3.116,3.10656
3.118,3.01513
3.12,2.92834
3.122,2.8462
3.124,2.76793
3.126,2.69199
3.128,2.61915
3.13,2.54786
3.132,2.48045
3.134,2.41768
3.136,2.36344
3.138,2.32004
3.14,2.28982
3.142,2.27432
3.144,2.27355
3.146,2.28517
3.148,2.30764
3.15,2.33709
3.152,2.36886
3.154,2.40063
3.156,2.4293
3.158,2.45333
3.16,2.4727
3.162,2.4882
3.164,2.50137
3.166,2.51532
3.168,2.53236
3.17,2.55329
3.172,2.58118
3.174,2.61683
3.176,2.661
3.178,2.71292
3.18,2.77336
3.182,2.84155
3.184,2.91594
3.186,2.99653
3.188,3.08177
3.19,3.16856
3.192,3.25612
3.194,3.34213
3.196,3.42427
3.198,3.50254
3.2,3.57538
3.202,3.64279
3.204,3.70788
3.206,3.77065
3.208,3.83342
3.21,3.89773
3.212,3.96438
3.214,4.03412
3.216,4.10618
3.218,4.17747
3.22,4.24644
3.222,4.3123
3.224,4.37197
3.226,4.42544
3.228,4.47426
3.23,4.51998
3.232,4.56492
3.234,4.61141
3.236,4.66256
3.238,4.71835
3.24,4.77957
3.242,4.84233
3.244,4.90588
3.246,4.96399
3.248,5.01591
3.25,5.05698
3.252,5.08798
3.254,5.10967
3.256,5.12517
3.258,5.13912
3.26,5.15694
3.262,5.18174
3.264,5.21661
3.266,5.26155
3.268,5.31425
3.27,5.36849
3.272,5.41886
3.274,5.4576
3.276,5.47775
3.278,5.4762
3.28,5.44985
3.282,5.40181
3.284,5.33594
3.286,5.26
3.288,5.18329
3.29,5.11432
3.292,5.06008
3.294,5.02521
3.296,5.01281
3.298,5.01979
3.3,5.04381
3.302,5.07713
3.304,5.11355
3.306,5.14687
3.308,5.17167
3.31,5.18484
3.312,5.18561
3.314,5.17476
3.316,5.15539
3.318,5.13215
3.32,5.10735
3.322,5.08488
3.324,5.06705
3.326,5.05311
3.328,5.04381
3.33,5.03606
3.332,5.02676
3.334,5.01359
3.336,4.99421
3.338,4.96632
3.34,4.92912
3.342,4.8834
3.344,4.83071
3.346,4.77337
3.348,4.7137
3.35,4.65481
3.352,4.59979
3.354,4.55097
3.356,4.5099
3.358,4.47891
3.36,4.45798
3.362,4.44636
3.364,4.44404
3.366,4.44869
3.368,4.45876
3.37,4.47348
3.372,4.48976
3.374,4.5068
3.376,4.52308
3.378,4.53702
3.38,4.54787
3.382,4.55407
3.384,4.55485
3.386,4.5502
3.388,4.53857
3.39,4.52075
3.392,4.49518
3.394,4.46418
3.396,4.42621
3.398,4.38514
3.4,4.3402
3.402,4.29526
3.404,4.25186
3.406,4.21157
3.408,4.17515
3.41,4.14415
3.412,4.11858
3.414,4.09766
3.416,4.07906
3.418,4.06279
3.42,4.04651
3.422,4.02947
3.424,4.01164
3.426,3.99227
3.428,3.9729
3.43,3.95508
3.432,3.93958
3.434,3.92718
3.436,3.91866
3.438,3.91323
3.44,3.91013
3.442,3.90703
3.444,3.90393
3.446,3.89773
3.448,3.88844
3.45,3.87526
3.452,3.85899
3.454,3.84194
3.456,3.82567
3.458,3.81095
3.46,3.80165
3.462,3.79622
3.464,3.79467
3.466,3.797
3.468,3.79932
3.47,3.79932
3.472,3.79467
3.474,3.78305
3.476,3.76368
3.478,3.73656
3.48,3.70246
3.482,3.66449
3.484,3.6242
3.486,3.58545
3.488,3.55058
3.49,3.52036
3.492,3.49711
3.494,3.48006
3.496,3.46922
3.498,3.46457
3.5,3.46612
3.502,3.47309
3.504,3.48471
3.506,3.50331
3.508,3.52733
3.51,3.55755
3.512,3.5932
3.514,3.63272
3.516,3.67301
3.518,3.71176
3.52,3.74663
3.522,3.77453
3.524,3.79467
3.526,3.8063
3.528,3.81017
3.53,3.80862
3.532,3.80475
3.534,3.80242
3.536,3.80552
3.538,3.81559
3.54,3.83419
3.542,3.86054
3.544,3.89463
3.546,3.9326
3.548,3.97135
3.55,4.00854
3.552,4.03954
3.554,4.06356
3.556,4.07829
3.558,4.08526
3.56,4.08448
3.562,4.07751
3.564,4.06589
3.566,4.05194
3.568,4.03799
3.57,4.02404
3.572,4.01319
3.574,4.00699
3.576,4.00544
3.578,4.01087
3.58,4.02482
3.582,4.04729
3.584,4.07829
3.586,4.11703
3.588,4.1612
3.59,4.20769
3.592,4.25264
3.594,4.29216
3.596,4.32238
3.598,4.3402
3.6,4.34485
3.602,4.33633
3.604,4.31618
3.606,4.28828
3.608,4.25729
3.61,4.22784
3.612,4.20382
3.614,4.18755
3.616,4.1798
3.618,4.18057
3.62,4.18677
3.622,4.19607
3.624,4.20459
3.626,4.21002
3.628,4.21002
3.63,4.20459
3.632,4.19297
3.634,4.17902
3.636,4.1643
3.638,4.1519
3.64,4.14338
3.642,4.1395
3.644,4.14183
3.646,4.14725
3.648,4.15422
3.65,4.16042
3.652,4.1643
3.654,4.16275
3.656,4.15422
3.658,4.14028
3.66,4.11935
3.662,4.09301
3.664,4.06201
3.666,4.02869
3.668,3.99227
3.67,3.95508
3.672,3.91633
3.674,3.87759
3.676,3.83884
3.678,3.8032
3.68,3.7722
3.682,3.74895
3.684,3.73501
3.686,3.73423
3.688,3.74663
3.69,3.77375
3.692,3.81482
3.694,3.86596
3.696,3.92331
3.698,3.98375
3.7,4.04186
3.702,4.09378
3.704,4.1364
3.706,4.1674
3.708,4.18677
3.71,4.19684
3.712,4.19917
3.714,4.19607
3.716,4.19219
3.718,4.1891
3.72,4.18755
3.722,4.1891
3.724,4.19219
3.726,4.19684
3.728,4.19917
3.73,4.19839
3.732,4.19219
3.734,4.17902
3.736,4.15887
3.738,4.13098
3.74,4.09766
3.742,4.05891
3.744,4.01784
3.746,3.976
3.748,3.93725
3.75,3.90316
3.752,3.87604
3.754,3.85744
3.756,3.84892
3.758,3.84969
3.76,3.85976
3.762,3.87681
3.764,3.89773
3.766,3.92021
3.768,3.93958
3.77,3.9543
3.772,3.9605
3.774,3.9574
3.776,3.94578
3.778,3.92641
3.78,3.90393
3.782,3.87991
3.784,3.85976
3.786,3.84659
3.788,3.84272
3.79,3.84969
3.792,3.86596
3.794,3.88998
3.796,3.91866
3.798,3.9481
3.8,3.97445
3.802,3.9946
3.804,4.00699
3.806,4.01087
3.808,4.00622
3.81,3.99615
3.812,3.9822
3.814,3.96825
3.816,3.95508
3.818,3.94655
3.82,3.9419
3.822,3.9419
3.824,3.94578
3.826,3.95198
3.828,3.95973
3.83,3.96747
3.832,3.97367
3.834,3.9791
3.836,3.9822
3.838,3.98452
3.84,3.9853
3.842,3.9853
3.844,3.9853
3.846,3.9853
3.848,3.9853
3.85,3.9853
3.852,3.9853
3.854,3.9853
3.856,3.98607
3.858,3.98762
3.86,3.98995
3.862,3.99305
3.864,3.99615
3.866,3.99925
3.868,4.0008
3.87,4.0008
3.872,3.9977
3.874,3.99227
3.876,3.98452
3.878,3.97522
3.88,3.96515
3.882,3.9574
3.884,3.95275
3.886,3.95198
3.888,3.95663
3.89,3.96515
3.892,3.97677
3.894,3.98917
3.896,3.99925
3.898,4.00467
3.9,4.00312
3.902,3.99382
3.904,3.97677
3.906,3.95353
3.908,3.92563
3.91,3.89773
3.912,3.87294
3.914,3.85356
3.916,3.84272
3.918,3.84039
3.92,3.84814
3.922,3.86286
3.924,3.88224
3.926,3.90393
3.928,3.92486
3.93,3.9419
3.932,3.95353
3.934,3.95818
3.936,3.95663
3.938,3.94965
3.94,3.93725
3.942,3.92098
3.944,3.90316
3.946,3.88379
3.948,3.86519
3.95,3.84814
3.952,3.83342
3.954,3.82179
3.956,3.81404
3.958,3.81095
3.96,3.81404
3.962,3.82257
3.964,3.83574
3.966,3.85356
3.968,3.87449
3.97,3.89696
3.972,3.91788
3.974,3.9357
3.976,3.9481
3.978,3.9543
3.98,3.9543
3.982,3.9481
3.984,3.93725
3.986,3.92253
3.988,3.90626
3.99,3.88998
3.992,3.87449
3.994,3.85976
3.996,3.84659
3.998,3.83264
4,3.81869
4.002,3.80242
4.004,3.78382
4.006,3.76213
4.008,3.73965
4.01,3.71641
4.012,3.69471
4.014,3.67766
4.016,3.66681
4.018,3.66294
4.02,3.66759
4.022,3.67999
4.024,3.69859
4.026,3.72028
4.028,3.74353
4.03,3.76368
4.032,3.7784
4.034,3.78537
4.036,3.78382
4.038,3.77375
4.04,3.75593
4.042,3.73268
4.044,3.70633
4.046,3.68076
4.048,3.65907
4.05,3.64357
4.052,3.63659
4.054,3.63737
4.056,3.64744
4.058,3.66371
4.06,3.68619
4.062,3.71176
4.064,3.73811
4.066,3.76523
4.068,3.79002
4.07,3.81404
4.072,3.83729
4.074,3.86054
4.076,3.88456
4.078,3.91168
4.08,3.94035
4.082,3.97057
4.084,4.00157
4.086,4.03024
4.088,4.05426
4.09,4.07131
4.092,4.07829
4.094,4.07519
4.096,4.06124
4.098,4.03877
4.1,4.01164
4.102,3.9822
4.104,3.95663
4.106,3.93803
4.108,3.9295
4.11,3.9326
4.112,3.94655
4.114,3.96825
4.116,3.99537
4.118,4.02327
4.12,4.04651
4.122,4.06201
4.124,4.06744
4.126,4.06356
4.128,4.05039
4.13,4.03179
4.132,4.01242
4.134,3.9946
4.136,3.98375
4.138,3.98065
4.14,3.98685
4.142,4.00002
4.144,4.01862
4.146,4.03722
4.148,4.05349
4.15,4.06279
4.152,4.06279
4.154,4.05271
4.156,4.03257
4.158,4.00467
4.16,3.9729
4.162,3.9388
4.164,3.90703
4.166,3.87914
4.168,3.85821
4.17,3.84349
4.172,3.83419
4.174,3.83109
4.176,3.83109
4.178,3.83264
4.18,3.83574
4.182,3.83962
4.184,3.84427
4.186,3.84969
4.188,3.85821
4.19,3.86984
4.192,3.88766
4.194,3.91091
4.196,3.9419
4.198,3.97987
4.2,4.02327
4.202,4.07209
4.204,4.12245
4.206,4.17205
4.208,4.21777
4.21,4.25729
4.212,4.28596
4.214,4.30301
4.216,4.30688
4.218,4.29836
4.22,4.27898
4.222,4.25109
4.224,4.21932
4.226,4.18832
4.228,4.16275
4.23,4.14415
4.232,4.1364
4.234,4.13795
4.236,4.14725
4.238,4.15965
4.24,4.17282
4.242,4.1798
4.244,4.17825
4.246,4.16507
4.248,4.14028
4.25,4.10696
4.252,4.06899
4.254,4.03179
4.256,4.0008
4.258,3.98142
4.26,3.97522
4.262,3.9822
4.264,4.00157
4.266,4.02714
4.268,4.05349
4.27,4.07596
4.272,4.08913
4.274,4.09146
4.276,4.08293
4.278,4.06666
4.28,4.04729
4.282,4.03102
4.284,4.02327
4.286,4.02714
4.288,4.04264
4.29,4.06821
4.292,4.09688
4.294,4.12323
4.296,4.13795
4.298,4.1364
4.3,4.11316
4.302,4.06899
4.304,4.00854
4.306,3.93803
4.308,3.86829
4.31,3.80862
4.312,3.76833
4.314,3.7536
4.316,3.76523
4.318,3.80165
4.32,3.85666
4.322,3.92021
4.324,3.98452
4.326,4.03877
4.328,4.07829
4.33,4.10076
4.332,4.10696
4.334,4.10076
4.336,4.08991
4.338,4.08061
4.34,4.07906
4.342,4.08836
4.344,4.10851
4.346,4.1364
4.348,4.1674
4.35,4.19374
4.352,4.21079
4.354,4.21389
4.356,4.20072
4.358,4.17437
4.36,4.1395
4.362,4.10308
4.364,4.07209
4.366,4.05349
4.368,4.04961
4.37,4.06279
4.372,4.08913
4.374,4.12323
4.376,4.15732
4.378,4.18212
4.38,4.19142
4.382,4.1798
4.384,4.14648
4.386,4.09301
4.388,4.02482
4.39,3.94965
4.392,3.87449
4.394,3.80707
4.396,3.75283
4.398,3.71408
4.4,3.69084
4.402,3.67921
4.404,3.67611
4.406,3.67456
4.408,3.67146
4.41,3.66139
4.412,3.64512
4.414,3.62187
4.416,3.5963
4.418,3.57228
4.42,3.55523
4.422,3.5498
4.424,3.55988
4.426,3.587
4.428,3.63117
4.43,3.68929
4.432,3.75825
4.434,3.83109
4.436,3.90393
4.438,3.97057
4.44,4.02637
4.442,4.06666
4.444,4.09068
4.446,4.09688
4.448,4.08603
4.45,4.05891
4.452,4.01939
4.454,3.9698
4.456,3.91401
4.458,3.85434
4.46,3.79467
4.462,3.73733
4.464,3.68386
4.466,3.63737
4.468,3.59862
4.47,3.5684
4.472,3.54671
4.474,3.53431
4.476,3.52966
4.478,3.53276
4.48,3.54206
4.482,3.556
4.484,3.5715
4.486,3.58545
4.488,3.5963
4.49,3.60017
4.492,3.59552
4.494,3.5808
4.496,3.556
4.498,3.52113
4.5,3.47851
4.502,3.43125
4.504,3.3832
4.506,3.33826
4.508,3.29874
4.51,3.26774
4.512,3.2445
4.514,3.229
4.516,3.21892
4.518,3.21195
4.52,3.20498
4.522,3.19645
4.524,3.18638
4.526,3.17398
4.528,3.16391
4.53,3.15926
4.532,3.16468
4.534,3.1825
4.536,3.2166
4.538,3.26542
4.54,3.32663
4.542,3.39483
4.544,3.46224
4.546,3.52036
4.548,3.5622
4.55,3.58158
4.552,3.57538
4.554,3.54438
4.556,3.49169
4.558,3.4235
4.56,3.34756
4.562,3.27084
4.564,3.2011
4.566,3.14143
4.568,3.09494
4.57,3.06007
4.572,3.03372
4.574,3.0128
4.576,2.99265
4.578,2.97173
4.58,2.95003
4.582,2.92756
4.584,2.90819
4.586,2.89657
4.588,2.89579
4.59,2.90664
4.592,2.92989
4.594,2.96166
4.596,2.99653
4.598,3.02675
4.6,3.04457
4.602,3.0438
4.604,3.01978
4.606,2.97251
4.608,2.90354
4.61,2.81985
4.612,2.72841
4.614,2.63853
4.616,2.55639
4.618,2.48897
4.62,2.43783
4.622,2.40296
4.624,2.38126
4.626,2.36886
4.628,2.36111
4.63,2.35491
4.632,2.34794
4.634,2.34174
4.636,2.33864
4.638,2.34174
4.64,2.35491
4.642,2.38048
4.644,2.41845
4.646,2.46572
4.648,2.51609
4.65,2.56336
4.652,2.59901
4.654,2.6176
4.656,2.61373
4.658,2.58738
4.66,2.54089
4.662,2.48122
4.664,2.41613
4.666,2.35414
4.668,2.30299
4.67,2.26657
4.672,2.2472
4.674,2.241
4.676,2.2441
4.678,2.24798
4.68,2.24643
4.682,2.2317
4.684,2.20226
4.686,2.15809
4.688,2.10152
4.69,2.03953
4.692,1.97909
4.694,1.92794
4.696,1.89075
4.698,1.8706
4.7,1.86673
4.702,1.8768
4.704,1.89462
4.706,1.914
4.708,1.93027
4.71,1.93879
4.712,1.93879
4.714,1.93104
4.716,1.91865
4.718,1.90702
4.72,1.90005
4.722,1.90237
4.724,1.91555
4.726,1.94034
4.728,1.97366
4.73,2.01396
4.732,2.05658
4.734,2.09842
4.736,2.13872
4.738,2.17514
4.74,2.21001
4.742,2.24488
4.744,2.28052
4.746,2.31927
4.748,2.36111
4.75,2.40296
4.752,2.44248
4.754,2.47657
4.756,2.49982
4.758,2.50989
4.76,2.50602
4.762,2.48897
4.764,2.4634
4.766,2.43318
4.768,2.40528
4.77,2.38513
4.772,2.37584
4.774,2.37971
4.776,2.39443
4.778,2.41613
4.78,2.4386
4.782,2.45642
4.784,2.46417
4.786,2.45797
4.788,2.4386
4.79,2.40916
4.792,2.37506
4.794,2.34484
4.796,2.32624
4.798,2.32547
4.8,2.34561
4.802,2.38823
4.804,2.44945
4.806,2.52384
4.808,2.60366
4.81,2.68114
4.812,2.74856
4.814,2.80125
4.816,2.83845
4.818,2.85937
4.82,2.86867
4.822,2.86945
4.824,2.8679
4.826,2.86635
4.828,2.86712
4.83,2.87022
4.832,2.87332
4.834,2.87254
4.836,2.86402
4.838,2.84697
4.84,2.81908
4.842,2.78188
4.844,2.74004
4.846,2.69819
4.848,2.66177
4.85,2.63698
4.852,2.62613
4.854,2.63155
4.856,2.6517
4.858,2.68347
4.86,2.72144
4.862,2.76018
4.864,2.79583
4.866,2.82528
4.868,2.84697
4.87,2.86247
4.872,2.87642
4.874,2.89114
4.876,2.91206
4.878,2.94151
4.88,2.98026
4.882,3.02597
4.884,3.07479
4.886,3.12129
4.888,3.15848
4.89,3.18018
4.892,3.18328
4.894,3.16468
4.896,3.12671
4.898,3.07169
4.9,3.0066
4.902,2.93764
4.904,2.87022
4.906,2.81133
4.908,2.76406
4.91,2.72841
4.912,2.70362
4.914,2.68657
4.916,2.6734
4.918,2.65945
4.92,2.64163
4.922,2.61915
4.924,2.59203
4.926,2.56181
4.928,2.53314
4.93,2.50989
4.932,2.49672
4.934,2.49672
4.936,2.51299
4.938,2.54554
4.94,2.59281
4.942,2.65247
4.944,2.72066
4.946,2.79273
4.948,2.86402
4.95,2.93221
4.952,2.99343
4.954,3.0469
4.956,3.09184
4.958,3.12826
4.96,3.15693
4.962,3.1794
4.964,3.19723
4.966,3.21117
4.968,3.22202
4.97,3.23055
4.972,3.23675
4.974,3.2414
4.976,3.2445
4.978,3.24605
4.98,3.2476
4.982,3.24914
4.984,3.25147
4.986,3.25534
4.988,3.26309
4.99,3.27549
4.992,3.29254
4.994,3.31501
4.996,3.34368
4.998,3.37778
5,3.4173
5.002,3.45992
5.004,3.50564
5.006,3.55058
5.008,3.5932
5.01,3.63117
5.012,3.66217
5.014,3.68464
5.016,3.69704
5.018,3.69781
5.02,3.68696
5.022,3.66526
5.024,3.63272
5.026,3.5932
5.028,3.54748
5.03,3.49866
5.032,3.45139
5.034,3.408
5.036,3.37158
5.038,3.34523
5.04,3.33051
5.042,3.32973
5.044,3.34136
5.046,3.36538
5.048,3.39947
5.05,3.44132
5.052,3.48704
5.054,3.53276
5.056,3.57693
5.058,3.61645
5.06,3.65054
5.062,3.67921
5.064,3.70246
5.066,3.72261
5.068,3.7412
5.07,3.7598
5.072,3.77917
5.074,3.79932
5.076,3.81869
5.078,3.83497
5.08,3.84582
5.082,3.84737
5.084,3.83807
5.086,3.81482
5.088,3.7784
5.09,3.72958
5.092,3.67146
5.094,3.6087
5.096,3.54516
5.098,3.48626
5.1,3.43512
5.102,3.39483
5.104,3.36615
5.106,3.34833
5.108,3.33903
5.11,3.33516
5.112,3.33283
5.114,3.32896
5.116,3.32044
5.118,3.30571
5.12,3.28479
5.122,3.25689
5.124,3.22435
5.126,3.18715
5.128,3.14686
5.13,3.10501
5.132,3.06162
5.134,3.01823
5.136,2.97483
5.138,2.93299
5.14,2.89424
5.142,2.86092
5.144,2.83612
5.146,2.82218
5.148,2.82218
5.15,2.83767
5.152,2.86945
5.154,2.91749
5.156,2.97793
5.158,3.04767
5.16,3.12206
5.162,3.19645
5.164,3.26619
5.166,3.32818
5.168,3.3801
5.17,3.42195
5.172,3.45449
5.174,3.47851
5.176,3.49634
5.178,3.50874
5.18,3.51571
5.182,3.51726
5.184,3.51029
5.186,3.49246
5.188,3.46224
5.19,3.41885
5.192,3.36228
5.194,3.29331
5.196,3.21737
5.198,3.13911
5.2,3.06394
5.202,2.99808
5.204,2.94461
5.206,2.90742
5.208,2.88572
5.21,2.87874
5.212,2.88262
5.214,2.89269
5.216,2.90432
5.218,2.91361
5.22,2.91826
5.222,2.91749
5.224,2.91361
5.226,2.90742
5.228,2.90354
5.23,2.90432
5.232,2.91129
5.234,2.92524
5.236,2.94461
5.238,2.96708
5.24,2.98955
5.242,3.00893
5.244,3.0221
5.246,3.02675
5.248,3.02365
5.25,3.01435
5.252,3.00195
5.254,2.98955
5.256,2.98026
5.258,2.97716
5.26,2.98181
5.262,2.9942
5.264,3.01358
5.266,3.03682
5.268,3.06162
5.27,3.08642
5.272,3.10811
5.274,3.12594
5.276,3.13988
5.278,3.14996
5.28,3.15771
5.282,3.16313
5.284,3.16701
5.286,3.16856
5.288,3.16701
5.29,3.16081
5.292,3.14841
5.294,3.12981
5.296,3.10346
5.298,3.07092
5.3,3.03372
5.302,2.99343
5.304,2.95468
5.306,2.91749
5.308,2.88417
5.31,2.8555
5.312,2.82993
5.314,2.8059
5.316,2.78111
5.318,2.75399
5.32,2.72299
5.322,2.68812
5.324,2.65015
5.326,2.61218
5.328,2.57731
5.33,2.54941
5.332,2.53159
5.334,2.52462
5.336,2.52927
5.338,2.54399
5.34,2.56491
5.342,2.58893
5.344,2.6114
5.346,2.62845
5.348,2.63853
5.35,2.64008
5.352,2.63388
5.354,2.62303
5.356,2.60985
5.358,2.59513
5.36,2.58196
5.362,2.56956
5.364,2.55561
5.366,2.53856
5.368,2.51299
5.37,2.4758
5.372,2.42543
5.374,2.35956
5.376,2.27975
5.378,2.18986
5.38,2.09377
5.382,1.99769
5.384,1.9078
5.386,1.82876
5.388,1.76367
5.39,1.71407
5.392,1.6792
5.394,1.65518
5.396,1.63813
5.398,1.62264
5.4,1.60481
5.402,1.58234
5.404,1.55289
5.406,1.51647
5.408,1.4754
5.41,1.43201
5.412,1.38862
5.414,1.34755
5.416,1.31035
5.418,1.27858
5.42,1.25068
5.422,1.22589
5.424,1.20342
5.426,1.18172
5.428,1.15925
5.43,1.13677
5.432,1.11508
5.434,1.09648
5.436,1.08176
5.438,1.07246
5.44,1.07091
5.442,1.07711
5.444,1.09028
5.446,1.10888
5.448,1.13058
5.45,1.15305
5.452,1.17242
5.454,1.18637
5.456,1.19257
5.458,1.18947
5.46,1.17707
5.462,1.15537
5.464,1.1267
5.466,1.09106
5.468,1.05231
5.47,1.01279
5.472,0.974821
5.474,0.940725
5.476,0.912054
5.478,0.889582
5.48,0.874084
5.482,0.864785
5.484,0.858586
5.486,0.853937
5.488,0.847738
5.49,0.836889
5.492,0.819067
5.494,0.79272
5.496,0.757075
5.498,0.713681
5.5,0.664862
5.502,0.613719
5.504,0.565675
5.506,0.523056
5.508,0.49051
5.51,0.470363
5.512,0.461839
5.514,0.464938
5.516,0.476562
5.518,0.494385
5.52,0.513757
5.522,0.530805
5.524,0.544753
5.526,0.553277
5.528,0.557151
5.53,0.557926
5.532,0.557926
5.534,0.559476
5.536,0.565675
5.538,0.577299
5.54,0.595121
5.542,0.617593
5.544,0.64394
5.546,0.669511
5.548,0.692758
5.55,0.711356
5.552,0.723754
5.554,0.729178
5.556,0.727629
5.558,0.720655
5.56,0.710581
5.562,0.698957
5.564,0.686559
5.566,0.674161
5.568,0.663312
5.57,0.652464
5.572,0.641615
5.574,0.628442
5.576,0.613719
5.578,0.596671
5.58,0.577299
5.582,0.556376
5.584,0.533904
5.586,0.510657
5.588,0.486636
5.59,0.462614
5.592,0.437042
5.594,0.409921
5.596,0.380475
5.598,0.347929
5.6,0.312284
5.602,0.273539
5.604,0.232469
5.606,0.190625
5.608,0.14878
5.61,0.108486
5.612,0.0697408
5.614,0.0325457
5.616,-0.00232469
5.618,-0.0395198
5.62,-0.0790395
5.622,-0.122434
5.624,-0.170477
5.626,-0.22472
5.628,-0.284387
5.63,-0.346379
5.632,-0.409921
5.634,-0.471913
5.636,-0.53003
5.638,-0.581948
5.64,-0.625342
5.642,-0.660213
5.644,-0.685784
5.646,-0.702057
5.648,-0.709806
5.65,-0.708256
5.652,-0.697408
5.654,-0.67726
5.656,-0.647039
5.658,-0.60752
5.66,-0.558701
5.662,-0.503683
5.664,-0.444791
5.666,-0.385124
5.668,-0.330881
5.67,-0.285937
5.672,-0.254166
5.674,-0.238668
5.676,-0.238668
5.678,-0.253391
5.68,-0.278963
5.682,-0.312284
5.684,-0.345604
5.686,-0.375825
5.688,-0.398297
5.69,-0.410696
5.692,-0.41457
5.694,-0.410696
5.696,-0.403722
5.698,-0.398297
5.7,-0.398297
5.702,-0.406046
5.704,-0.423869
5.706,-0.448666
5.708,-0.478887
5.71,-0.508333
5.712,-0.533129
5.714,-0.547078
5.716,-0.547852
5.718,-0.533129
5.72,-0.503683
5.722,-0.462614
5.724,-0.413795
5.726,-0.363427
5.728,-0.316158
5.73,-0.276638
5.732,-0.247192
5.734,-0.228595
5.736,-0.220071
5.738,-0.218521
5.74,-0.222396
5.742,-0.22782
5.744,-0.231694
5.746,-0.233244
5.748,-0.232469
5.75,-0.22937
5.752,-0.22627
5.754,-0.22317
5.756,-0.22317
5.758,-0.22627
5.76,-0.232469
5.762,-0.241768
5.764,-0.252617
5.766,-0.263465
5.768,-0.274314
5.77,-0.282838
5.772,-0.290587
5.774,-0.297561
5.776,-0.304535
5.778,-0.311509
5.78,-0.320808
5.782,-0.331656
5.784,-0.344054
5.786,-0.356453
5.788,-0.367301
5.79,-0.374275
5.792,-0.3766
5.794,-0.371951
5.796,-0.361102
5.798,-0.342505
5.8,-0.319258
5.802,-0.292136
5.804,-0.261915
5.806,-0.230919
5.808,-0.199149
5.81,-0.168153
5.812,-0.135607
5.814,-0.100737
5.816,-0.0619918
5.818,-0.0185975
5.82,0.0309959
5.822,0.0867885
5.824,0.14878
5.826,0.213097
5.828,0.278963
5.83,0.340955
5.832,0.397522
5.834,0.444016
5.836,0.479661
5.838,0.501359
5.84,0.509883
5.842,0.506008
5.844,0.491285
5.846,0.467263
5.848,0.437042
5.85,0.403722
5.852,0.368851
5.854,0.334756
5.856,0.30066
5.858,0.268115
5.86,0.235569
5.862,0.202248
5.864,0.167378
5.866,0.129408
5.868,0.0883383
5.87,0.0426194
5.872,-0.00619918
5.874,-0.0581173
5.876,-0.11081
5.878,-0.163503
5.88,-0.213097
5.882,-0.258041
5.884,-0.296786
5.886,-0.327782
5.888,-0.350254
5.89,-0.364977
5.892,-0.373501
5.894,-0.375825
5.896,-0.37505
5.898,-0.372726
5.9,-0.371176
5.902,-0.371951
5.904,-0.375825
5.906,-0.383574
5.908,-0.395973
5.91,-0.412245
5.912,-0.432393
5.914,-0.454865
5.916,-0.478112
5.918,-0.501359
5.92,-0.523056
5.922,-0.542428
5.924,-0.557926
5.926,-0.568
5.928,-0.574199
5.93,-0.574974
5.932,-0.572649
5.934,-0.567225
5.936,-0.561801
5.938,-0.558701
5.94,-0.560251
5.942,-0.568
5.944,-0.584273
5.946,-0.609069
5.948,-0.641615
5.95,-0.681135
5.952,-0.724529
5.954,-0.767923
5.956,-0.808993
5.958,-0.844638
5.96,-0.87176
5.962,-0.891132
5.964,-0.902755
5.966,-0.908955
5.968,-0.912829
5.97,-0.916704
5.972,-0.924453
5.974,-0.937626
5.976,-0.956998
5.978,-0.980245
5.98,-1.00659
5.982,-1.03139
5.984,-1.05154
5.986,-1.06316
5.988,-1.06548
5.99,-1.05619
5.992,-1.03759
5.994,-1.01124
5.996,-0.98257
5.998,-0.954674
6,-0.932202
6.002,-0.916704
6.004,-0.908955
6.006,-0.90973
6.008,-0.915154
6.01,-0.922903
6.012,-0.928327
6.014,-0.928327
6.016,-0.920578
6.018,-0.90508
6.02,-0.881833
6.022,-0.853937
6.024,-0.824491
6.026,-0.796595
6.028,-0.774897
6.03,-0.760174
6.032,-0.7532
6.034,-0.753975
6.036,-0.760174
6.038,-0.769473
6.04,-0.778772
6.042,-0.785746
6.044,-0.790395
6.046,-0.791945
6.048,-0.79117
6.05,-0.79117
6.052,-0.793495
6.054,-0.800469
6.056,-0.813642
6.058,-0.83379
6.06,-0.860136
6.062,-0.890357
6.064,-0.923678
6.066,-0.956223
6.068,-0.985669
6.07,-1.01047
6.072,-1.02829
6.074,-1.04069
6.076,-1.04534
6.078,-1.04456
6.08,-1.03914
6.082,-1.02906
6.084,-1.01589
6.086,-0.999618
6.088,-0.981795
6.09,-0.962423
6.092,-0.942275
6.094,-0.922128
6.096,-0.902755
6.098,-0.884933
6.1,-0.869435
6.102,-0.857037
6.104,-0.846188
6.106,-0.836114
6.108,-0.826041
6.11,-0.814417
6.112,-0.798919
6.114,-0.779547
6.116,-0.757075
6.118,-0.731503
6.12,-0.706706
